id,date,score_home,score_away,home_formation,away_formation
13696,2010-01-31 00:00:00,0,0,4-4-2,4-4-2
13697,2010-02-17 00:00:00,2,1,4-4-2,4-4-2
13698,2010-02-02 00:00:00,1,1,4-4-2,4-4-2
13699,2010-02-03 00:00:00,2,0,4-4-2,4-4-2
13700,2010-02-02 00:00:00,3,1,4-4-2,4-4-2
13701,2010-02-03 00:00:00,2,1,4-4-2,4-4-2
13702,2010-02-03 00:00:00,4,0,4-4-2,4-4-2
13703,2010-02-03 00:00:00,2,0,4-4-2,4-4-2
13704,2010-02-03 00:00:00,1,1,4-4-2,4-4-2
13705,2010-02-04 00:00:00,0,1,4-4-2,4-4-2
13706,2010-02-05 00:00:00,1,2,4-4-2,4-4-2
13707,2010-02-06 00:00:00,2,0,4-4-2,4-4-2
13708,2010-02-06 00:00:00,2,0,4-4-2,4-4-2
13709,2010-02-06 00:00:00,2,1,4-4-2,4-4-2
13710,2010-02-06 00:00:00,4,3,4-4-2,4-4-2
13711,2010-02-07 00:00:00,3,0,4-4-2,4-4-2
13712,2010-02-07 00:00:00,1,2,4-4-2,4-4-2
13713,2010-02-07 00:00:00,0,1,4-4-2,4-4-2
13714,2010-02-07 00:00:00,2,0,4-4-2,4-4-2
13715,2010-02-12 00:00:00,4,2,4-4-2,4-4-2
13716,2010-02-13 00:00:00,0,2,4-4-2,4-4-2
13717,2010-02-13 00:00:00,1,2,4-4-2,4-4-2
13718,2010-02-13 00:00:00,2,0,4-4-2,4-4-2
13719,2010-02-13 00:00:00,3,0,4-4-2,4-4-2
13720,2010-02-14 00:00:00,0,0,4-4-2,4-4-2
13721,2010-02-14 00:00:00,2,0,4-4-2,4-4-2
13722,2010-02-14 00:00:00,2,1,4-4-2,4-4-2
13723,2010-02-14 00:00:00,0,1,4-4-2,4-4-2
13724,2010-02-21 00:00:00,1,0,4-4-2,4-4-2
13725,2010-02-21 00:00:00,1,1,4-4-2,4-4-2
13726,2010-02-19 00:00:00,2,1,4-4-2,4-4-2
13727,2010-02-20 00:00:00,0,2,4-4-2,4-4-2
13728,2010-02-20 00:00:00,3,3,4-4-2,4-4-2
13729,2010-02-21 00:00:00,4,0,4-4-2,4-4-2
13730,2010-02-21 00:00:00,2,2,4-4-2,4-4-2
13731,2010-02-20 00:00:00,1,2,4-4-2,4-4-2
13732,2010-02-20 00:00:00,0,2,4-4-2,4-4-2
13733,2010-02-26 00:00:00,1,2,4-4-2,4-4-2
13734,2010-02-28 00:00:00,5,1,4-4-2,4-4-2
13735,2010-02-27 00:00:00,1,2,4-4-2,4-4-2
13736,2010-02-27 00:00:00,0,3,4-4-2,4-4-2
13737,2010-02-27 00:00:00,2,1,4-4-2,4-4-2
13738,2010-02-28 00:00:00,4,0,4-4-2,4-4-2
13739,2010-02-28 00:00:00,2,1,4-4-2,4-4-2
13740,2010-02-28 00:00:00,2,2,4-4-2,4-4-2
13741,2010-02-28 00:00:00,2,3,4-4-2,4-4-2
13742,2010-03-06 00:00:00,4,1,4-4-2,4-4-2
13743,2010-03-06 00:00:00,1,1,4-4-2,4-4-2
13744,2010-03-06 00:00:00,2,1,4-4-2,4-4-2
13745,2010-03-06 00:00:00,3,2,4-4-2,4-4-2
13746,2010-03-07 00:00:00,2,4,4-4-2,4-4-2
13747,2010-03-07 00:00:00,0,1,4-4-2,4-4-2
13748,2010-03-07 00:00:00,1,0,4-4-2,4-4-2
13749,2010-03-07 00:00:00,0,3,4-4-2,4-4-2
13750,2010-03-07 00:00:00,1,0,4-4-2,4-4-2
13751,2010-03-12 00:00:00,3,1,4-4-2,4-4-2
13752,2010-03-13 00:00:00,0,2,4-4-2,4-4-2
13753,2010-03-13 00:00:00,6,2,4-4-2,4-4-2
13754,2010-03-13 00:00:00,0,3,4-4-2,4-4-2
13755,2010-03-13 00:00:00,0,1,4-4-2,4-4-2
13756,2010-03-14 00:00:00,4,1,4-4-2,4-4-2
13757,2010-03-14 00:00:00,0,1,4-4-2,4-4-2
13758,2010-03-14 00:00:00,1,1,4-4-2,4-4-2
13759,2010-03-14 00:00:00,3,1,4-4-2,4-4-2
13760,2010-03-20 00:00:00,1,1,4-4-2,4-4-2
13761,2010-03-19 00:00:00,4,1,4-4-2,4-4-2
13762,2010-03-31 00:00:00,2,1,4-4-2,4-4-2
13763,2010-03-20 00:00:00,0,3,4-4-2,4-4-2
13764,2010-03-21 00:00:00,0,0,4-4-2,4-4-2
13765,2010-03-21 00:00:00,1,5,4-4-2,4-4-2
13766,2010-03-21 00:00:00,0,1,4-4-2,4-4-2
13767,2010-03-21 00:00:00,1,0,4-4-2,4-4-2
13768,2010-03-20 00:00:00,3,0,4-4-2,4-4-2
13769,2010-03-26 00:00:00,3,0,4-4-2,4-4-2
13770,2010-03-27 00:00:00,2,1,4-4-2,4-4-2
13771,2010-03-27 00:00:00,3,0,4-4-2,4-4-2
13772,2010-03-27 00:00:00,4,2,4-4-2,4-4-2
13773,2010-03-27 00:00:00,3,2,4-4-2,4-4-2
13774,2010-03-28 00:00:00,3,0,4-4-2,4-4-2
13775,2010-03-28 00:00:00,2,0,4-4-2,4-3-3
13776,2010-03-28 00:00:00,0,0,4-4-2,4-4-2
13777,2010-03-28 00:00:00,2,4,4-4-2,4-4-2
13778,2009-08-15 00:00:00,1,0,4-4-2,4-4-2
13779,2009-08-15 00:00:00,0,6,4-4-2,4-4-2
13780,2009-08-15 00:00:00,2,1,4-4-2,4-4-2
13781,2009-08-15 00:00:00,0,1,4-4-2,4-4-2
13782,2009-08-16 00:00:00,4,3,4-4-2,4-4-2
13783,2009-08-16 00:00:00,1,0,4-4-2,4-4-2
13784,2009-08-16 00:00:00,2,2,4-4-2,4-4-2
13785,2009-08-16 00:00:00,1,2,4-4-2,4-4-2
13786,2009-08-16 00:00:00,0,1,4-4-2,4-4-2
13787,2010-04-03 00:00:00,3,0,4-4-2,4-4-2
13788,2010-04-03 00:00:00,4,1,4-4-2,4-4-2
13789,2010-04-03 00:00:00,5,1,4-4-2,4-4-2
13790,2010-04-03 00:00:00,2,0,4-4-2,4-4-2
13791,2010-04-03 00:00:00,0,2,4-4-2,4-4-2
13792,2010-04-04 00:00:00,0,0,4-4-2,4-4-2
13793,2010-04-04 00:00:00,0,1,4-4-2,4-4-2
13794,2010-04-04 00:00:00,0,1,4-4-2,4-4-2
13795,2010-04-04 00:00:00,2,0,4-4-2,4-4-2
13796,2010-04-09 00:00:00,4,1,4-4-2,4-4-2
13797,2010-04-10 00:00:00,2,0,4-4-2,4-4-2
13798,2010-04-10 00:00:00,1,1,4-4-2,4-4-2
13799,2010-04-10 00:00:00,0,0,4-4-2,4-4-2
13800,2010-04-10 00:00:00,1,0,4-4-2,4-4-2
13801,2010-04-11 00:00:00,0,0,4-4-2,4-4-2
13802,2010-04-11 00:00:00,7,0,4-4-2,4-4-2
13803,2010-04-11 00:00:00,0,2,4-4-2,4-4-2
13804,2010-04-11 00:00:00,4,0,4-4-2,4-4-2
13805,2010-04-13 00:00:00,1,1,4-4-2,4-4-2
13806,2010-04-13 00:00:00,1,0,4-4-2,4-4-2
13807,2010-04-13 00:00:00,4,1,4-4-2,4-4-2
13808,2010-04-14 00:00:00,2,2,4-4-2,4-4-2
13809,2010-04-14 00:00:00,3,0,4-4-2,4-4-2
13810,2010-04-14 00:00:00,0,2,4-4-2,4-4-2
13811,2010-04-14 00:00:00,4,2,4-4-2,4-4-2
13812,2010-04-14 00:00:00,1,1,4-4-2,4-4-2
13813,2010-04-14 00:00:00,2,3,4-4-2,4-4-2
13814,2010-04-18 00:00:00,3,1,4-4-2,4-4-2
13815,2010-04-18 00:00:00,0,0,4-4-2,4-4-2
13816,2010-04-18 00:00:00,4,0,4-4-2,4-4-2
13817,2010-04-18 00:00:00,2,5,4-4-2,4-4-2
13818,2010-04-18 00:00:00,2,0,4-4-2,4-4-2
13819,2010-04-18 00:00:00,0,3,4-4-2,4-4-2
13820,2010-04-18 00:00:00,0,3,4-4-2,4-4-2
13821,2010-04-18 00:00:00,4,0,4-4-2,4-4-2
13822,2010-04-18 00:00:00,2,0,4-4-2,4-4-2
13823,2010-05-02 00:00:00,6,2,4-4-2,4-4-2
13824,2010-05-02 00:00:00,3,2,4-4-2,4-4-2
13825,2010-05-02 00:00:00,1,2,4-4-2,4-4-2
13826,2010-05-02 00:00:00,2,2,4-4-2,4-4-2
13827,2010-05-02 00:00:00,1,4,4-4-2,4-4-2
13828,2010-05-02 00:00:00,1,1,4-4-2,4-4-2
13829,2010-05-02 00:00:00,0,2,4-4-2,4-4-2
13830,2010-05-02 00:00:00,3,1,4-4-2,4-4-2
13831,2010-05-02 00:00:00,4,2,4-4-2,4-4-2
13832,2009-09-30 00:00:00,1,1,4-4-2,4-4-2
13833,2009-08-22 00:00:00,1,3,4-4-2,4-4-2
13834,2009-08-23 00:00:00,2,1,4-4-2,4-4-2
13835,2009-08-22 00:00:00,0,1,4-4-2,4-4-2
13836,2009-08-22 00:00:00,2,2,4-4-2,4-4-2
13837,2009-08-23 00:00:00,3,1,4-4-2,4-4-2
13838,2009-08-23 00:00:00,0,2,4-4-2,4-4-2
13839,2009-08-23 00:00:00,0,0,4-4-2,4-4-2
13840,2009-08-23 00:00:00,4,0,4-4-2,4-4-2
13841,2009-08-28 00:00:00,3,4,4-4-2,4-4-2
13842,2009-08-28 00:00:00,0,2,4-4-2,4-4-2
13843,2009-08-29 00:00:00,2,0,4-4-2,4-4-2
13844,2009-08-29 00:00:00,1,1,4-4-2,4-4-2
13845,2009-08-29 00:00:00,2,1,4-4-2,4-4-2
13846,2009-08-30 00:00:00,1,1,4-4-2,4-4-2
13847,2009-08-30 00:00:00,2,0,4-4-2,4-4-2
13848,2009-08-30 00:00:00,0,2,4-4-2,4-4-2
13849,2009-08-30 00:00:00,0,3,4-4-2,4-4-2
13850,2009-09-12 00:00:00,3,0,4-4-2,4-4-2
13851,2009-09-12 00:00:00,0,1,4-4-2,4-4-2
13852,2009-09-12 00:00:00,3,2,4-4-2,4-4-2
13853,2009-09-12 00:00:00,2,1,4-4-2,4-4-2
13854,2009-09-13 00:00:00,6,0,4-4-2,4-4-2
13855,2009-09-13 00:00:00,2,2,4-4-2,4-4-2
13856,2009-09-13 00:00:00,2,3,4-4-2,4-4-2
13857,2009-09-13 00:00:00,1,0,4-4-2,4-4-2
13858,2009-09-13 00:00:00,1,0,4-4-2,4-4-2
13859,2009-09-18 00:00:00,2,1,4-4-2,4-4-2
13860,2009-09-19 00:00:00,3,1,4-4-2,4-4-2
13861,2009-09-19 00:00:00,2,0,4-4-2,4-4-2
13862,2009-09-19 00:00:00,0,1,4-4-2,4-4-2
13863,2009-09-19 00:00:00,1,1,4-4-2,4-4-2
13864,2009-09-20 00:00:00,0,2,4-4-2,4-4-2
13865,2009-09-20 00:00:00,1,3,4-4-2,4-4-2
13866,2009-09-20 00:00:00,0,1,4-4-2,4-4-2
13867,2009-09-20 00:00:00,0,4,4-4-2,4-4-2
13868,2009-09-26 00:00:00,3,1,4-4-2,4-4-2
13869,2009-09-26 00:00:00,2,1,4-4-2,4-4-2
13870,2009-09-26 00:00:00,4,1,4-4-2,4-4-2
13871,2009-09-26 00:00:00,1,0,4-4-2,4-4-2
13872,2009-09-27 00:00:00,3,0,4-4-2,4-4-2
13873,2009-09-27 00:00:00,0,2,4-4-2,4-4-2
13874,2009-09-27 00:00:00,0,2,4-4-2,4-4-2
13875,2009-09-27 00:00:00,0,2,4-4-2,4-4-2
13876,2009-09-27 00:00:00,1,0,4-4-2,4-4-2
13877,2009-10-02 00:00:00,2,0,4-4-2,4-4-2
13878,2009-10-03 00:00:00,3,0,4-4-2,4-4-2
13879,2009-10-03 00:00:00,1,1,4-4-2,4-4-2
13880,2009-10-03 00:00:00,1,0,4-4-2,4-4-2
13881,2009-10-03 00:00:00,1,1,4-4-2,4-4-2
13882,2009-10-04 00:00:00,1,1,4-4-2,4-4-2
13883,2009-10-04 00:00:00,2,2,4-4-2,4-4-2
13884,2009-10-04 00:00:00,0,0,4-4-2,4-4-2
13885,2009-10-04 00:00:00,1,3,4-4-2,4-4-2
13886,2010-08-06 00:00:00,0,0,4-4-2,4-3-3
13887,2010-08-07 00:00:00,3,0,4-3-3,4-3-3
13888,2010-08-07 00:00:00,1,0,4-3-3,4-3-3
13889,2010-08-07 00:00:00,1,3,4-3-3,4-3-3
13890,2010-08-07 00:00:00,3,0,4-3-3,4-3-3
13891,2010-08-08 00:00:00,3,1,4-2-3-1,4-3-3
13892,2010-08-08 00:00:00,3,1,4-3-3,4-4-2
13893,2010-08-08 00:00:00,1,1,4-3-3,4-3-3
13894,2010-08-08 00:00:00,2,2,4-5-1,4-4-2
13895,2010-10-22 00:00:00,1,2,4-3-3,4-4-2
13896,2010-10-23 00:00:00,3,2,4-2-3-1,4-2-3-1
13897,2010-10-23 00:00:00,1,1,4-2-3-1,4-4-2
13898,2010-10-23 00:00:00,2,0,4-3-3,4-3-3
13899,2010-10-24 00:00:00,10,0,4-3-3,4-3-3
13900,2010-10-24 00:00:00,1,4,4-5-1,4-2-3-1
13901,2010-10-24 00:00:00,3,2,4-3-3,4-3-3
13902,2010-10-24 00:00:00,2,2,4-3-3,4-3-3
13903,2010-10-24 00:00:00,3,0,4-3-3,4-3-3
13904,2010-10-26 00:00:00,1,1,4-4-2,3-5-2
13905,2010-10-26 00:00:00,4,1,4-3-3,4-3-3
13906,2010-10-27 00:00:00,1,3,4-4-2,4-3-3
13907,2010-10-27 00:00:00,3,1,4-4-2,4-4-2
13908,2010-10-27 00:00:00,3,0,4-3-3,4-3-3
13909,2010-10-27 00:00:00,0,2,4-5-1,4-3-3
13910,2010-10-27 00:00:00,3,1,4-4-2,4-4-2
13911,2010-10-27 00:00:00,2,1,4-4-2,4-4-2
13912,2010-10-27 00:00:00,2,0,4-3-3,4-3-3
13913,2010-10-30 00:00:00,2,0,4-3-3,4-5-1
13914,2010-10-30 00:00:00,0,1,4-3-3,4-3-3
13915,2010-10-30 00:00:00,3,5,4-3-3,4-2-3-1
13916,2010-10-30 00:00:00,0,2,4-4-2,4-3-3
13917,2010-10-30 00:00:00,1,4,4-3-3,4-4-2
13918,2010-10-31 00:00:00,2,2,4-3-3,4-4-2
13919,2010-10-31 00:00:00,2,1,4-4-2,4-3-3
13920,2010-10-31 00:00:00,1,0,4-3-3,4-2-3-1
13921,2010-10-31 00:00:00,0,0,4-3-3,4-2-3-1
13922,2010-11-05 00:00:00,1,4,4-3-3,4-3-3
13923,2010-11-06 00:00:00,2,1,4-3-3,4-3-3
13924,2010-11-06 00:00:00,2,1,4-4-2,4-4-2
13925,2010-11-06 00:00:00,3,2,4-3-3,4-3-3
13926,2010-11-06 00:00:00,1,4,4-2-3-1,4-3-2-1
13927,2010-11-07 00:00:00,0,1,4-3-3,4-3-3
13928,2010-11-07 00:00:00,1,2,4-5-1,4-3-3
13929,2010-11-07 00:00:00,1,1,4-2-3-1,4-3-3
13930,2010-11-07 00:00:00,1,1,4-2-3-1,4-4-2
13931,2010-11-14 00:00:00,3,0,4-3-3,4-5-1
13932,2010-11-13 00:00:00,4,2,4-3-3,4-5-1
13933,2010-11-13 00:00:00,2,1,4-4-2,4-3-3
13934,2010-11-24 00:00:00,0,1,4-3-3,4-3-3
13935,2010-11-24 00:00:00,1,1,4-4-2,4-2-3-1
13936,2010-11-14 00:00:00,1,1,4-4-2,4-3-3
13937,2010-11-14 00:00:00,1,5,4-3-3,4-2-3-1
13938,2010-11-14 00:00:00,2,2,4-3-3,4-3-3
13939,2010-11-14 00:00:00,2,0,4-3-3,4-3-3
13940,2010-11-20 00:00:00,2,0,4-3-3,4-3-3
13941,2010-11-20 00:00:00,3,1,3-4-3,4-4-2
13942,2010-11-20 00:00:00,1,0,4-3-3,4-3-3
13943,2010-11-20 00:00:00,1,2,4-3-3,4-3-3
13944,2010-11-21 00:00:00,4,0,4-4-2,4-3-3
13945,2010-11-20 00:00:00,0,0,4-3-3,4-3-3
13946,2010-11-21 00:00:00,2,0,4-2-3-1,4-3-3
13947,2010-11-21 00:00:00,3,0,4-3-3,4-3-3
13948,2010-11-21 00:00:00,5,0,4-3-3,4-4-2
13949,2010-11-26 00:00:00,4,2,4-3-3,4-3-3
13950,2010-11-27 00:00:00,1,1,4-3-3,4-3-3
13951,2010-11-27 00:00:00,1,0,4-4-2,4-5-1
13952,2010-11-27 00:00:00,2,2,4-3-3,4-3-3
13953,2010-11-27 00:00:00,2,4,4-4-2,4-3-3
13954,2010-11-28 00:00:00,2,1,4-3-3,4-3-3
13955,2010-11-28 00:00:00,0,2,4-4-2,4-4-2
13956,2010-11-28 00:00:00,2,1,4-3-3,4-2-3-1
13957,2010-11-28 00:00:00,1,1,4-3-3,4-3-3
13958,2010-12-03 00:00:00,4,1,4-2-3-1,4-2-3-1
13959,2010-12-04 00:00:00,5,2,4-3-3,4-3-3
13960,2010-12-05 00:00:00,2,1,4-5-1,4-3-3
13961,2010-12-04 00:00:00,2,0,4-3-3,4-2-3-1
13962,2010-12-15 00:00:00,1,3,4-3-3,4-3-3
13963,2010-12-14 00:00:00,0,4,4-4-2,4-3-3
13964,2010-12-04 00:00:00,1,1,4-3-3,4-2-3-1
13965,2010-12-05 00:00:00,1,1,4-4-2,4-3-3
13966,2010-12-05 00:00:00,0,2,4-3-3,4-3-3
13967,2010-12-10 00:00:00,2,2,4-3-3,4-4-2
13968,2010-12-11 00:00:00,3,1,4-5-1,4-4-2
13969,2010-12-11 00:00:00,0,0,4-4-2,4-3-3
13970,2010-12-11 00:00:00,1,1,4-4-2,4-3-3
13971,2010-12-11 00:00:00,3,1,4-3-3,4-3-3
13972,2010-12-12 00:00:00,0,1,4-4-2,4-3-3
13973,2010-12-12 00:00:00,2,0,4-4-2,4-4-2
13974,2010-12-12 00:00:00,6,2,4-3-3,4-3-3
13975,2010-12-12 00:00:00,1,0,4-3-3,4-3-3
13976,2011-01-19 00:00:00,5,0,4-3-3,4-3-3
13977,2010-12-18 00:00:00,2,2,4-3-3,4-4-2
13978,2010-12-18 00:00:00,2,1,4-3-3,4-4-2
13979,2010-12-18 00:00:00,4,0,4-3-3,4-4-2
13980,2010-12-18 00:00:00,1,1,5-3-2,4-4-2
13981,2011-01-19 00:00:00,2,0,4-3-3,4-3-3
13982,2011-01-19 00:00:00,1,2,4-3-3,4-2-3-1
13983,2011-01-19 00:00:00,2,2,4-3-3,4-2-3-1
13984,2010-12-19 00:00:00,3,1,4-3-3,4-3-3
13985,2010-08-14 00:00:00,6,0,4-3-3,4-3-3
13986,2010-08-14 00:00:00,1,0,4-3-3,4-3-3
13987,2010-08-14 00:00:00,4,2,4-3-3,4-5-1
13988,2010-08-14 00:00:00,1,1,4-4-2,4-4-2
13989,2010-08-14 00:00:00,0,0,4-3-3,4-3-3
13990,2010-08-15 00:00:00,3,1,4-4-2,4-3-3
13991,2010-08-15 00:00:00,3,2,4-3-3,4-3-3
13992,2010-08-15 00:00:00,3,5,4-4-2,4-4-2
13993,2010-08-15 00:00:00,1,3,3-4-3,4-4-2
13994,2011-01-21 00:00:00,3,1,4-5-1,4-3-3
13995,2011-01-22 00:00:00,2,2,4-5-1,4-3-3
13996,2011-01-22 00:00:00,1,0,4-5-1,4-3-3
13997,2011-01-22 00:00:00,0,0,4-3-3,4-3-3
13998,2011-01-22 00:00:00,0,1,4-3-3,4-4-2
13999,2011-01-23 00:00:00,3,0,4-4-2,4-4-2
14000,2011-01-23 00:00:00,3,0,4-3-3,4-3-3
14001,2011-01-23 00:00:00,1,2,4-4-2,4-3-3
14002,2011-01-23 00:00:00,0,3,4-3-3,4-3-3
14003,2011-01-28 00:00:00,1,1,4-5-1,4-3-3
14004,2011-02-01 00:00:00,0,0,4-4-2,4-3-3
14005,2011-01-29 00:00:00,5,2,4-3-3,4-4-2
14006,2011-01-29 00:00:00,6,1,4-3-3,4-3-3
14007,2011-01-29 00:00:00,2,1,4-3-3,4-5-1
14008,2011-01-30 00:00:00,0,3,4-3-3,4-3-3
14009,2011-01-30 00:00:00,1,4,4-3-3,4-3-3
14010,2011-01-30 00:00:00,1,5,4-3-3,4-3-3
14011,2011-01-30 00:00:00,2,1,4-3-3,4-3-3
14012,2011-02-04 00:00:00,2,0,4-3-3,4-4-2
14013,2011-02-05 00:00:00,0,0,4-3-3,4-4-2
14014,2011-02-05 00:00:00,3,0,4-3-3,4-3-3
14015,2011-02-05 00:00:00,0,1,4-3-3,4-3-3
14016,2011-02-05 00:00:00,2,1,4-3-3,4-3-3
14017,2011-02-06 00:00:00,7,1,4-2-3-1,4-2-3-1
14018,2011-02-06 00:00:00,1,1,4-2-3-1,4-3-3
14019,2011-02-06 00:00:00,1,1,4-3-3,4-3-3
14020,2011-02-06 00:00:00,1,0,4-3-3,4-4-2
14021,2011-02-12 00:00:00,0,4,4-3-3,4-3-3
14022,2011-02-12 00:00:00,3,3,4-2-3-1,4-2-3-1
14023,2011-02-12 00:00:00,2,1,4-3-3,4-3-3
14024,2011-02-12 00:00:00,3,0,4-3-3,4-3-3
14025,2011-02-12 00:00:00,1,0,4-3-3,4-3-3
14026,2011-02-13 00:00:00,0,2,4-3-3,4-3-3
14027,2011-02-13 00:00:00,1,1,4-4-2,4-2-3-1
14028,2011-02-13 00:00:00,2,2,4-4-2,4-3-3
14029,2011-02-13 00:00:00,2,0,4-5-1,4-3-3
14030,2011-02-18 00:00:00,1,1,4-4-2,4-3-3
14031,2011-02-20 00:00:00,4,1,4-3-3,4-3-3
14032,2011-02-19 00:00:00,0,2,4-3-3,4-3-3
14033,2011-02-19 00:00:00,4,0,4-3-3,4-2-3-1
14034,2011-02-20 00:00:00,1,1,4-3-3,4-4-2
14035,2011-02-20 00:00:00,1,0,4-3-3,4-3-3
14036,2011-02-20 00:00:00,2,0,4-2-3-1,4-4-2
14037,2011-02-20 00:00:00,2,2,4-3-3,4-3-3
14038,2011-02-19 00:00:00,1,4,4-2-3-1,4-3-3
14039,2011-02-25 00:00:00,1,0,4-3-3,4-3-3
14040,2011-02-26 00:00:00,3,2,4-4-2,4-3-3
14041,2011-02-26 00:00:00,6,1,4-3-3,4-3-3
14042,2011-02-26 00:00:00,4,3,4-5-1,4-3-3
14043,2011-02-26 00:00:00,1,1,4-4-2,4-4-2
14044,2011-02-27 00:00:00,5,1,4-3-3,4-2-3-1
14045,2011-02-27 00:00:00,2,1,4-4-2,4-3-3
14046,2011-02-27 00:00:00,0,0,4-3-3,4-3-3
14047,2011-02-27 00:00:00,1,1,4-2-3-1,4-3-3
14048,2011-03-04 00:00:00,2,1,4-4-2,4-2-3-1
14049,2011-03-05 00:00:00,2,3,4-3-3,4-3-3
14050,2011-03-05 00:00:00,2,0,4-3-3,4-3-3
14051,2011-03-05 00:00:00,2,0,4-3-3,4-3-3
14052,2011-03-05 00:00:00,5,1,4-3-3,4-2-3-1
14053,2011-03-06 00:00:00,0,1,4-3-3,4-3-3
14054,2011-03-06 00:00:00,1,1,4-4-2,4-3-3
14055,2011-03-06 00:00:00,1,4,4-4-2,4-3-3
14056,2011-03-06 00:00:00,4,0,4-3-3,4-4-2
14057,2011-03-13 00:00:00,2,2,4-3-3,4-3-3
14058,2011-03-12 00:00:00,1,2,4-4-2,4-3-3
14059,2011-03-13 00:00:00,2,1,4-3-3,4-3-3
14060,2011-03-12 00:00:00,1,1,4-3-3,4-3-3
14061,2011-03-12 00:00:00,4,1,4-3-3,4-4-2
14062,2011-03-11 00:00:00,1,0,4-5-1,4-5-1
14063,2011-03-13 00:00:00,2,1,4-3-3,4-3-3
14064,2011-03-13 00:00:00,1,0,4-3-3,4-3-3
14065,2011-03-13 00:00:00,1,3,4-3-3,4-3-3
14066,2011-03-18 00:00:00,3,1,4-3-3,4-3-3
14067,2011-03-19 00:00:00,1,0,4-2-3-1,4-4-2
14068,2011-03-19 00:00:00,0,0,4-3-3,4-2-3-1
14069,2011-03-20 00:00:00,1,0,4-3-3,4-4-2
14070,2011-03-19 00:00:00,0,1,4-3-3,4-4-1-1
14071,2011-03-19 00:00:00,4,2,4-3-3,4-3-3
14072,2011-03-20 00:00:00,3,2,4-3-3,4-3-3
14073,2011-03-20 00:00:00,3,0,4-4-2,4-3-3
14074,2011-03-20 00:00:00,0,2,4-4-2,4-3-3
14075,2011-04-02 00:00:00,1,3,4-3-3,4-3-3
14076,2011-04-02 00:00:00,0,1,4-3-3,4-3-3
14077,2011-04-02 00:00:00,2,3,4-3-3,4-3-3
14078,2011-04-02 00:00:00,4,5,4-2-3-1,4-3-2-1
14079,2011-04-02 00:00:00,2,0,4-3-3,4-3-3
14080,2011-04-03 00:00:00,3,0,4-3-3,4-3-3
14081,2011-04-03 00:00:00,2,1,4-2-3-1,4-3-3
14082,2011-04-03 00:00:00,3,2,4-5-1,4-3-3
14083,2011-04-03 00:00:00,2,3,4-2-3-1,4-3-3
14084,2010-08-20 00:00:00,4,2,4-3-3,4-3-3
14085,2010-08-21 00:00:00,2,1,4-2-3-1,4-2-3-1
14086,2010-08-21 00:00:00,3,0,4-3-3,4-2-3-1
14087,2010-08-21 00:00:00,0,3,4-5-1,4-3-3
14088,2010-08-21 00:00:00,3,1,4-3-3,4-3-3
14089,2010-08-22 00:00:00,3,0,4-4-2,4-3-3
14090,2010-08-22 00:00:00,1,1,4-3-3,4-3-3
14091,2010-08-22 00:00:00,3,1,4-2-3-1,4-3-3
14092,2010-08-22 00:00:00,2,3,4-3-3,4-3-3
14093,2011-04-10 00:00:00,2,2,4-4-2,4-3-3
14094,2011-04-09 00:00:00,1,4,4-3-3,4-3-3
14095,2011-04-09 00:00:00,1,0,4-3-3,4-5-1
14096,2011-04-09 00:00:00,0,0,4-3-3,4-4-2
14097,2011-04-09 00:00:00,2,6,4-3-3,4-3-3
14098,2011-04-08 00:00:00,1,1,4-3-3,4-3-3
14099,2011-04-10 00:00:00,1,1,4-3-3,4-4-2
14100,2011-04-10 00:00:00,2,0,4-3-3,4-2-3-1
14101,2011-04-10 00:00:00,0,4,4-1-4-1,4-3-3
14102,2011-04-15 00:00:00,3,0,4-3-3,4-3-3
14103,2011-04-16 00:00:00,5,2,4-4-2,3-5-2
14104,2011-04-16 00:00:00,1,2,4-3-3,4-3-3
14105,2011-04-16 00:00:00,2,1,4-3-3,4-3-3
14106,2011-04-17 00:00:00,0,2,4-3-3,4-3-3
14107,2011-04-17 00:00:00,1,1,4-4-2,4-3-3
14108,2011-04-16 00:00:00,3,1,4-3-3,4-3-3
14109,2011-04-17 00:00:00,1,2,4-3-3,4-3-3
14110,2011-04-17 00:00:00,6,1,4-3-3,4-4-2
14111,2011-04-22 00:00:00,1,2,4-3-3,4-3-3
14112,2011-04-23 00:00:00,2,1,4-3-3,4-3-3
14113,2011-04-23 00:00:00,2,2,4-3-3,4-3-3
14114,2011-04-23 00:00:00,2,0,4-3-3,4-4-2
14115,2011-04-23 00:00:00,5,1,4-3-3,4-3-3
14116,2011-04-24 00:00:00,4,1,4-3-3,4-3-3
14117,2011-04-24 00:00:00,3,1,4-3-3,4-3-3
14118,2011-04-24 00:00:00,4,2,4-5-1,4-4-2
14119,2011-04-24 00:00:00,3,1,4-3-3,4-3-3
14120,2011-05-01 00:00:00,3,1,4-3-3,4-3-3
14121,2011-05-01 00:00:00,4,0,4-3-3,3-5-2
14122,2011-05-01 00:00:00,1,2,4-3-3,4-3-3
14123,2011-05-01 00:00:00,3,2,4-3-3,4-3-3
14124,2011-05-01 00:00:00,1,2,4-3-3,4-3-3
14125,2011-05-01 00:00:00,2,1,4-3-3,4-3-3
14126,2011-05-01 00:00:00,5,1,4-3-3,4-4-2
14127,2011-05-01 00:00:00,2,4,4-3-3,4-2-3-1
14128,2011-05-01 00:00:00,5,0,4-3-3,4-3-3
